round,time,val/loss,val/accuracy,val/macro_f1,val/auroc,val/eo_gap,val/fpr_gap,val/sp_gap,val/worst_group_f1,val/worst_group_accuracy
0,1.5294387340545654,0.6956068774064382,0.5223482321547699,0.4589844301331968,0.5098108238834848,0.019437888865050407,0.006029743127534931,0.012894453572035586,0.2525879869533498,0.37719298245614036
1,1.549403429031372,0.7020545353492101,0.52368245496998,0.45234864300626304,0.5084573905877716,0.016820424801544748,0.01882830103650293,0.016724264914169173,0.23554603388066345,0.3736842105263158
2,1.4786481857299805,0.7029599746068319,0.524349566377585,0.44847190077740196,0.5079056269146021,0.0345419437888865,0.013501577287066246,0.023224368779861365,0.23913043017155014,0.3631578947368421
3,1.5105316638946533,0.7020522952079773,0.5256837891927952,0.44149146062128297,0.5083122839074901,0.023471358077665733,0.013294276701216773,0.01788378373274413,0.21719456568651346,0.35964912280701755
4,1.4335072040557861,0.701150561372439,0.5196797865243495,0.42621277464465257,0.5077390229483527,0.022527354644925987,0.024127985579089684,0.02709572639888204,0.19025521608927612,0.34912280701754383
5,1.477257490158081,0.7003063758214315,0.5210140093395597,0.4162620622027839,0.5084851579154799,0.028363012229135384,0.02805768364127985,0.03160349744112703,0.1644444422914568,0.34035087719298246
6,1.4869391918182373,0.6996066768964132,0.524349566377585,0.4133658488926652,0.5087314809838591,0.03170993349066724,0.01799909869310501,0.027458312088078113,0.1483146047402096,0.3350877192982456
7,1.6119472980499268,0.6988402406374613,0.5250166777851901,0.4086313204519563,0.5093011590620018,0.03505685475219909,0.02883280757097792,0.03328045625365891,0.1324200895474448,0.3333333333333333
8,1.4964683055877686,0.6983993550141653,0.5256837891927952,0.40278583279960056,0.5092330843231043,0.02317099334906672,0.023506083821541235,0.025626498970785422,0.12413792935880567,0.33157894736842103
9,1.716721534729004,0.6979738275210062,0.5263509006004002,0.39760079513140495,0.5092348757636015,0.02059643853250375,0.03433979269941415,0.028617830906653076,0.11188811042343827,0.33157894736842103
10,1.58412504196167,0.6975451360146204,0.5303535690460307,0.3959907323461268,0.5098117196037334,0.012958592576700283,0.02585849481748536,0.0192094876588673,0.10772833584498352,0.33157894736842103
11,1.7883195877075195,0.6970376769701639,0.5330220146764509,0.39448742925203356,0.5098529227351714,0.01463205320746621,0.022109058134294722,0.016937661699998115,0.09905660249454878,0.3298245614035088
12,1.533994436264038,0.6967755804459254,0.5316877918612408,0.3886878868997825,0.5099111445513338,0.015447328899377819,0.017377196935556553,0.016818688270730645,0.08551068767316818,0.32456140350877194
13,1.5027520656585693,0.6963725487391154,0.5350233488992662,0.38626093116778676,0.5113183210619658,0.013730959021669167,0.010473186119873815,0.01131758351745888,0.07655502287985624,0.32280701754385965
14,1.644545555114746,0.6963094224532446,0.5376917945296864,0.38765365292079806,0.510659070958958,0.013730959021669167,0.01145561063542136,0.009842690687968572,0.07673860810954115,0.32456140350877194
15,1.461487054824829,0.6962085713942846,0.5390260173448966,0.3839959274384671,0.5106357822324932,0.00017163698777086095,0.009283461018476793,0.0019092402696731098,0.07250755092706351,0.3263157894736842
16,1.5154225826263428,0.6958693663279215,0.5390260173448966,0.3850944582401553,0.510304365740492,0.0035614674962454393,0.010860748084722847,0.00406209279927483,0.07692307596072949,0.3263157894736842
17,1.4496138095855713,0.6957318087418874,0.5376917945296864,0.3788662891337611,0.5099828021712258,0.004376743188157048,0.006128886885984678,0.003943119370007367,0.06295399432065615,0.32105263157894737
18,1.5240373611450195,0.6954823533693949,0.5356904603068713,0.3744729836678898,0.5097570806685656,0.0060502038189229786,0.006128886885984678,0.006375465035031062,0.05352797978439626,0.3175438596491228
19,1.3508825302124023,0.6953760236501694,0.5343562374916611,0.3703712173000453,0.5097812651152792,0.0018021883715940781,0.004551599819738624,0.004900572205540764,0.048780487097560984,0.3157894736842105
